sub_topic_name,topic_name,subject_name
Enzymes active in prolonged starvation,Fatty Acid Oxidation,Biochemistry
Type I DM – effect on Fat metabolism,Fatty Acid Oxidation,Biochemistry
Enzymes of Fatty acid Oxidation,Fatty Acid Oxidation,Biochemistry
Enzyme deficient in Refsum’s disease,Fatty Acid Oxidation,Biochemistry
Energetics of Fatty acid oxidation,Fatty Acid Oxidation,Biochemistry
Ketone bodies – Overview,Fatty Acid Oxidation,Biochemistry
Oxidation of Fatty acids – overview,Fatty Acid Oxidation,Biochemistry
Defects in Fatty acid oxidation,Fatty Acid Oxidation,Biochemistry
Fatty acid transfer across Mitochondria,Fatty Acid Oxidation,Biochemistry
Steps involved in TCA cycle,Krebs Cycle,Biochemistry
Anaplerotic reaction,Krebs Cycle,Biochemistry
Allosteric inhibitor of pyruvate dehydrogenase,Krebs Cycle,Biochemistry
Intermediates of the TCA,Krebs Cycle,Biochemistry
"Hyperammonemia inhibits the TCA cycle, by depleting levels of",Krebs Cycle,Biochemistry
Energy production in TCA Cycle,Krebs Cycle,Biochemistry
Vitamins as cofactors in the TCA cycle,Krebs Cycle,Biochemistry
Cofactor for Isocitrate dehydrogenase,Krebs Cycle,Biochemistry
Cystinuria – Lab findings,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Cystinuria – Cystine is excreted in Urine,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Due to defective reabsorption in Proximal Convoluted tubule,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
"Affects 4 AA:Cystine ,Ornithine,Arginine,Lysine","Amino Acids – Structure, Metabolism & disorders",Biochemistry
Autosomal recessive inheritance,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Cyanide–nitroprusside test – helps detect elevated cystine in Urine,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
"Rx – Hydration, Alkalinisation, Penicillamine","Amino Acids – Structure, Metabolism & disorders",Biochemistry
Amino Acid Derivatives,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Primary hyperoxaluria – Defect,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Imino-ring AA,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Ninhydrin test is used to detect,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Basic Amino acids,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Gyrate atrophy of retina and choroid – Defect,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Tetrahydrobiopterin is a coenzyme for,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Rate-limiting enzyme in the biosynthesis of catecholamines,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Type 1 Tyrosinemia,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
FIGLU is an intermediate in,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Amino acids absorb UV light due to,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Characteristics of the titration curve,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
"Phenylketonuria – Clinical Features, Lab findings","Amino Acids – Structure, Metabolism & disorders",Biochemistry
Maple Syrup Urine Disease – Defect,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Ketogenic AA,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
"Alkaptonuria – Clinical features, Defect, Lab findings","Amino Acids – Structure, Metabolism & disorders",Biochemistry
Precursor AA for Urea & Nitric oxide,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Enzyme involved in Oxidative deamination,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
AA associated with Post-translational modification,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Phenylalanine is the precursor of,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Tyrosinemia & Enzymes,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Sem-essential AA,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Carcinoid syndrome – Biochemistry,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Xanthurenic aciduria – Enzyme,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
AA and UV light,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
AA used in Norepinephrine to epinephrine conversion,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Metabolic derivative of tryptophan,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Tests to Identify Specific Amino Acids,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Fish odor syndrome – Defect,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Wilson disease – Lab findings,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Identify Branched-chain AA,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Responsible for the negative charge in fibrinopeptide A,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Essential AA,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Most sterically flexible AA,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Sanger’s reagent,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
 AA undergoing transamination,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Cahill and Cori cycle,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
AA at isoelectric pH,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Beta-alanine,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Tyrosinemias – List,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Pauly’s test,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Aromatic AA,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
AA & TCA Cycle,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Homocystinuria,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
AA acting as physiological buffer,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
AA not encoded by genetic code,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Amino Acids and their Special structures,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Sakaguchi test,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
"Classification of AA – Based on structure, polarity, metabolism, source","Amino Acids – Structure, Metabolism & disorders",Biochemistry
Glycine derivatives,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Histidine derivatives,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Hartnup’s disease,"Amino Acids – Structure, Metabolism & disorders",Biochemistry
Fat-soluble vitamin with a coenzyme activity,Vitamins & Their Functions,Biochemistry
Niacin deficiency – Overview,Vitamins & Their Functions,Biochemistry
Vit K – Overview,Vitamins & Their Functions,Biochemistry
Vitamin E deficiency – Clinical features,Vitamins & Their Functions,Biochemistry
Retinoid of importance in vision,Vitamins & Their Functions,Biochemistry
Niacin – Side effects,Vitamins & Their Functions,Biochemistry
B12 – Sources,Vitamins & Their Functions,Biochemistry
Pellagra-like symptoms – Overview,Vitamins & Their Functions,Biochemistry
Thiamine as coenzyme,Vitamins & Their Functions,Biochemistry
Vitamin and Iron absorption,Vitamins & Their Functions,Biochemistry
Thiamine deficiency – Clinical features and mechanism,Vitamins & Their Functions,Biochemistry
Biotin – Overview,Vitamins & Their Functions,Biochemistry
Vitamins in TCA cycle,Vitamins & Their Functions,Biochemistry
Riboflavin as coenzyme,Vitamins & Their Functions,Biochemistry
One carbon carrier vitamin,Vitamins & Their Functions,Biochemistry
Pyridoxine toxicity,Vitamins & Their Functions,Biochemistry
Riboflavin deficiency – Clinical features,Vitamins & Their Functions,Biochemistry
Folate trap,Vitamins & Their Functions,Biochemistry
Brush up the following,Vitamins & Their Functions,Biochemistry
Niacin deficiency,Vitamins & Their Functions,Biochemistry
Vit D as a hormone,Vitamins & Their Functions,Biochemistry
Vit A deficiency – Clinical Features,Vitamins & Their Functions,Biochemistry
Burning feet syndrome,Vitamins & Their Functions,Biochemistry
Vit D – Functions,Vitamins & Their Functions,Biochemistry
Vit B12 – Overview,Vitamins & Their Functions,Biochemistry
Rx of Thiamine deficiency,Vitamins & Their Functions,Biochemistry
Pantothenic acid – Overview,Vitamins & Their Functions,Biochemistry
Vit A toxicity – Clinical Features,Vitamins & Their Functions,Biochemistry
Rx of Chlamydia,Sexually Transmitted Diseases,Dermatology
Fitz Hugh Curtis syndrome,Sexually Transmitted Diseases,Dermatology
Colpitis macularis is seen in,Sexually Transmitted Diseases,Dermatology
Gonorrhea – Clinical Features,Sexually Transmitted Diseases,Dermatology
Hoigne syndrome,Sexually Transmitted Diseases,Dermatology
Chancroid – overview,Sexually Transmitted Diseases,Dermatology
Groove sign of Greenblatt,Sexually Transmitted Diseases,Dermatology
Amsel criteria,Sexually Transmitted Diseases,Dermatology
Esthiomene seen in,Sexually Transmitted Diseases,Dermatology
Secondary syphilis,Sexually Transmitted Diseases,Dermatology
Syndromic Management of STD,Sexually Transmitted Diseases,Dermatology
Chlamydia – Overview,Sexually Transmitted Diseases,Dermatology
Donovanosis – Overview,Sexually Transmitted Diseases,Dermatology
Syphilis – Overview,Sexually Transmitted Diseases,Dermatology
Gonorrhea – overview,Sexually Transmitted Diseases,Dermatology
Dermatophytes,Fungal & Parasitic Infection,Dermatology
Chronic atrophic candidiasis – Patch,Fungal & Parasitic Infection,Dermatology
Tinea incognito is due to,Fungal & Parasitic Infection,Dermatology
Trichomycosis nodularis,Fungal & Parasitic Infection,Dermatology
Endothrix variant of tinea capitis,Fungal & Parasitic Infection,Dermatology
Tinea unguium is dermatophyte infection of the,Fungal & Parasitic Infection,Dermatology
Post-Kala Azar Dermal Leishmaniasis,Fungal & Parasitic Infection,Dermatology
Dermatophytid,Fungal & Parasitic Infection,Dermatology
Linear nodules are seen in,Fungal & Parasitic Infection,Dermatology
Dhobi’s itch,Fungal & Parasitic Infection,Dermatology
Cutaneous leishmaniasis,Fungal & Parasitic Infection,Dermatology
Tinea capitis DOC,Fungal & Parasitic Infection,Dermatology
Tinea corporis,Fungal & Parasitic Infection,Dermatology
Wood’s lamp examination,Fungal & Parasitic Infection,Dermatology
Trichophyton tonsurans,Fungal & Parasitic Infection,Dermatology
Chiclero ulcer,Fungal & Parasitic Infection,Dermatology
Pityriasis Versicolor,Fungal & Parasitic Infection,Dermatology
Mycetoma,Fungal & Parasitic Infection,Dermatology
Tinea nigra,Fungal & Parasitic Infection,Dermatology
Condyloma Acuminata – overview,Viral Infections,Dermatology
Hand foot mouth disease – Overview,Viral Infections,Dermatology
Kaposi varicelliform eruption – Overview,Viral Infections,Dermatology
Varicella zoster virus remains dormant in,Viral Infections,Dermatology
Oral hairy leukoplakia is seen in,Viral Infections,Dermatology
Herpes labialis – Picture,Viral Infections,Dermatology
Herpes Zoster – Overview,Viral Infections,Dermatology
Molluscum contagiosum – picture,Viral Infections,Dermatology
Verruca vulgaris – Overview,Viral Infections,Dermatology
Ecthyma contagiosum – Overview,Viral Infections,Dermatology
Cryotherapy – Overview,Viral Infections,Dermatology
MC exanthematic fever in < 2 yrs,Viral Infections,Dermatology
Neonatal herpes – Overview,Viral Infections,Dermatology
Post Herpetic Neuralgia – Overview,Viral Infections,Dermatology
Rx of Herpes,Viral Infections,Dermatology
Skin lesions in Small pox,Viral Infections,Dermatology
Goekerman Regimen is used in,Papulosquamous Disorders,Dermatology
Pityriasis rubra pilaris,Papulosquamous Disorders,Dermatology
Koebner phenomenon,Papulosquamous Disorders,Dermatology
Psoriasis – Overview,Papulosquamous Disorders,Dermatology
Lichen Planus – Overview,Papulosquamous Disorders,Dermatology
Epidermolysis Bullosa Simplex – Overview,Vesiculobullous Disorders,Dermatology
Drugs used in dermatitis herpetiformis,Vesiculobullous Disorders,Dermatology
Drug-induced Pemphigus,Vesiculobullous Disorders,Dermatology
Nikolsky’s sign is seen in,Vesiculobullous Disorders,Dermatology
Epidermolysis bullosa acquisita,Vesiculobullous Disorders,Dermatology
Principal antigen implicated in Pemphigus Vulgaris,Vesiculobullous Disorders,Dermatology
Characteristic microscopic feature of Bullous Pemphigoid,Vesiculobullous Disorders,Dermatology
Pemphigus vulgaris – Overview,Vesiculobullous Disorders,Dermatology
Deposition of IgA on immunofluorescence,Vesiculobullous Disorders,Dermatology
Row of tombstones appearance,Vesiculobullous Disorders,Dermatology
Immunofluorescence in Bullous disorders,Vesiculobullous Disorders,Dermatology
Vesiculobullous Disorders – Overview,Vesiculobullous Disorders,Dermatology
Stevens-Johnson syndrome,Vesiculobullous Disorders,Dermatology
Bullous pemphigoid – Overview,Vesiculobullous Disorders,Dermatology
Dermatitis herpetiformis – Overview,Vesiculobullous Disorders,Dermatology
Tzanck Smear – Overview,Vesiculobullous Disorders,Dermatology
Congenital melanocytic nevus,Pigmentation Disorders,Dermatology
Differential Diagnosis of Malar rash,Pigmentation Disorders,Dermatology
giant congenital melanocytic naevus,Pigmentation Disorders,Dermatology
Fixed drug eruption,Pigmentation Disorders,Dermatology
Becker’s Naevus,Pigmentation Disorders,Dermatology
Piebaldism,Pigmentation Disorders,Dermatology
Chikungunya,Pigmentation Disorders,Dermatology
Bindi leukoderma is caused by which chemical,Pigmentation Disorders,Dermatology
Which disease has the strongest association with vitiligo?,Pigmentation Disorders,Dermatology
Hypomelanosis,Pigmentation Disorders,Dermatology
Incontinentia Pigmenti,Pigmentation Disorders,Dermatology
Waardenburg syndrome,Pigmentation Disorders,Dermatology
Fitzpatrick Classification of Skin types,Pigmentation Disorders,Dermatology
Systemic causes of generalised hyperpigmentation,Pigmentation Disorders,Dermatology
Vitiligo,Pigmentation Disorders,Dermatology
Drugs Causing Hypermelanosis,Pigmentation Disorders,Dermatology
Mongolian spots,Pigmentation Disorders,Dermatology
Cells that act as slow-adapting touch receptors,Anatomy & Physiology,Dermatology
Odland bodies are present in,Anatomy & Physiology,Dermatology
Profilaggrin is found in,Anatomy & Physiology,Dermatology
Type of connective tissue present in reticular dermis,Anatomy & Physiology,Dermatology
Melanocytes are present in,Anatomy & Physiology,Dermatology
Lines of blaschko represent,Anatomy & Physiology,Dermatology
Collagen & Skin,Anatomy & Physiology,Dermatology
Histology of Skin,Anatomy & Physiology,Dermatology
MDT for the treatment of Leprosy,Mycobacterial Infections,Dermatology
Leprosy lesions with punched out appearance,Mycobacterial Infections,Dermatology
MC type of Leprosy seen in India,Mycobacterial Infections,Dermatology
DDS syndrome,Mycobacterial Infections,Dermatology
Lupus vulgaris,Mycobacterial Infections,Dermatology
Fish tank granuloma,Mycobacterial Infections,Dermatology
Classification of Skin TB,Mycobacterial Infections,Dermatology
Histoid Leprosy,Mycobacterial Infections,Dermatology
Lepra Reactions,Mycobacterial Infections,Dermatology
Ridley Jopling Classification,Mycobacterial Infections,Dermatology
Doubling time of Mycobacterium leprae,Mycobacterial Infections,Dermatology
